Shops,Date,quantity
shop_6,2022-05-30,537.0
shop_7,2022-05-30,142.0
shop_8,2022-05-30,306.0
shop_9,2022-05-30,3.0
shop_10,2022-05-30,15.0
shop_11,2022-05-30,115.0
shop_12,2022-05-30,65.0
shop_13,2022-05-30,481.0
shop_14,2022-05-30,80.0
shop_15,2022-05-30,105.0
shop_16,2022-05-30,303.0
shop_17,2022-05-30,663.0
shop_18,2022-05-30,190.0
shop_19,2022-05-30,807.0
shop_0,2022-05-29,141.0
shop_1,2022-05-29,308.0
shop_2,2022-05-29,57.0
shop_3,2022-05-29,156.0
shop_4,2022-05-29,771.0
shop_5,2022-05-29,95.0
shop_6,2022-05-29,864.0
shop_9,2022-05-29,280.0
shop_10,2022-05-29,22.0
shop_11,2022-05-29,378.0
shop_12,2022-05-29,25.0
shop_13,2022-05-29,756.0
shop_15,2022-05-29,6.0
shop_16,2022-05-29,546.0
shop_17,2022-05-29,862.0
shop_18,2022-05-29,285.0
shop_19,2022-05-29,165.0
shop_0,2022-05-28,50.0
shop_1,2022-05-28,740.0
shop_2,2022-05-28,73.0
shop_3,2022-05-28,32.0
shop_4,2022-05-28,224.0
shop_5,2022-05-28,61.0
shop_6,2022-05-28,225.0
shop_8,2022-05-28,173.0
shop_9,2022-05-28,865.0
shop_11,2022-05-28,216.0
shop_12,2022-05-28,103.0
shop_13,2022-05-28,1023.0
shop_14,2022-05-28,44.0
shop_15,2022-05-28,254.0
shop_16,2022-05-28,253.0
shop_17,2022-05-28,469.0
shop_19,2022-05-28,477.0
shop_0,2022-05-27,223.0
shop_1,2022-05-27,931.0
shop_2,2022-05-27,182.0
shop_3,2022-05-27,21.0
shop_4,2022-05-27,662.0
shop_5,2022-05-27,76.0
shop_6,2022-05-27,426.0
shop_7,2022-05-27,89.0
shop_8,2022-05-27,531.0
shop_9,2022-05-27,253.0
shop_10,2022-05-27,123.0
shop_11,2022-05-27,275.0
shop_12,2022-05-27,8.0
shop_13,2022-05-27,536.0
shop_14,2022-05-27,46.0
shop_15,2022-05-27,542.0
shop_17,2022-05-27,699.0
shop_18,2022-05-27,304.0
shop_19,2022-05-27,301.0
shop_0,2022-05-26,37.0
shop_2,2022-05-26,130.0
shop_3,2022-05-26,142.0
shop_4,2022-05-26,148.0
shop_5,2022-05-26,123.0
shop_6,2022-05-26,1007.0
shop_7,2022-05-26,91.0
shop_8,2022-05-26,407.0
shop_9,2022-05-26,291.0
shop_10,2022-05-26,55.0
shop_11,2022-05-26,389.0
shop_12,2022-05-26,84.0
shop_13,2022-05-26,931.0
shop_14,2022-05-26,64.0
shop_15,2022-05-26,203.0
shop_16,2022-05-26,192.0
shop_17,2022-05-26,915.0
shop_18,2022-05-26,301.0
shop_19,2022-05-26,696.0
shop_0,2022-05-25,241.0
shop_1,2022-05-25,232.0
shop_2,2022-05-25,497.0
shop_3,2022-05-25,29.0
shop_4,2022-05-25,513.0
shop_5,2022-05-25,92.0
shop_6,2022-05-25,222.0
shop_7,2022-05-25,151.0
shop_8,2022-05-25,413.0
shop_10,2022-05-25,24.0
shop_11,2022-05-25,261.0
shop_12,2022-05-25,23.0
shop_13,2022-05-25,482.0
shop_14,2022-05-25,67.0
shop_15,2022-05-25,64.0
shop_16,2022-05-25,426.0
shop_18,2022-05-25,6.0
shop_19,2022-05-25,355.0
shop_0,2022-05-24,216.0
shop_1,2022-05-24,45.0
shop_2,2022-05-24,438.0
shop_3,2022-05-24,267.0
shop_4,2022-05-24,447.0
shop_5,2022-05-24,120.0
shop_6,2022-05-24,453.0
shop_7,2022-05-24,37.0
shop_8,2022-05-24,364.0
shop_9,2022-05-24,315.0
shop_11,2022-05-24,284.0
shop_12,2022-05-24,105.0
shop_13,2022-05-24,938.0
shop_14,2022-05-24,83.0
shop_15,2022-05-24,65.0
shop_16,2022-05-24,16.0
shop_17,2022-05-24,712.0
shop_18,2022-05-24,14.0
shop_19,2022-05-24,233.0
shop_0,2022-05-23,317.0
shop_1,2022-05-23,752.0
shop_2,2022-05-23,310.0
shop_3,2022-05-23,346.0
shop_4,2022-05-23,503.0
shop_5,2022-05-23,1.0
shop_6,2022-05-23,98.0
shop_7,2022-05-23,30.0
shop_8,2022-05-23,286.0
shop_9,2022-05-23,286.0
shop_11,2022-05-23,350.0
shop_12,2022-05-23,68.0
shop_13,2022-05-23,439.0
shop_14,2022-05-23,110.0
shop_16,2022-05-23,147.0
shop_17,2022-05-23,187.0
shop_19,2022-05-23,414.0
shop_1,2022-05-22,1063.0
shop_2,2022-05-22,322.0
shop_3,2022-05-22,270.0
shop_4,2022-05-22,691.0
shop_5,2022-05-22,12.0
shop_6,2022-05-22,994.0
shop_7,2022-05-22,52.0
shop_8,2022-05-22,598.0
shop_9,2022-05-22,530.0
shop_10,2022-05-22,48.0
shop_11,2022-05-22,205.0
shop_13,2022-05-22,876.0
shop_15,2022-05-22,122.0
shop_17,2022-05-22,173.0
shop_18,2022-05-22,23.0
shop_19,2022-05-22,975.0
shop_0,2022-05-21,260.0
shop_1,2022-05-21,538.0
shop_2,2022-05-21,508.0
shop_4,2022-05-21,98.0
shop_5,2022-05-21,147.0
shop_6,2022-05-21,387.0
shop_7,2022-05-21,66.0
shop_8,2022-05-21,399.0
shop_9,2022-05-21,841.0
shop_10,2022-05-21,16.0
shop_11,2022-05-21,118.0
shop_12,2022-05-21,66.0
shop_13,2022-05-21,106.0
shop_14,2022-05-21,25.0
shop_15,2022-05-21,191.0
shop_16,2022-05-21,530.0
shop_17,2022-05-21,68.0
shop_18,2022-05-21,272.0
shop_19,2022-05-21,332.0
shop_0,2022-05-20,299.0
shop_1,2022-05-20,324.0
shop_2,2022-05-20,188.0
shop_3,2022-05-20,411.0
shop_4,2022-05-20,38.0
shop_5,2022-05-20,55.0
shop_6,2022-05-20,993.0
shop_8,2022-05-20,556.0
shop_9,2022-05-20,581.0
shop_10,2022-05-20,2.0
shop_11,2022-05-20,12.0
shop_12,2022-05-20,59.0
shop_13,2022-05-20,1015.0
shop_15,2022-05-20,158.0
shop_17,2022-05-20,19.0
shop_18,2022-05-20,283.0
shop_19,2022-05-20,315.0
shop_0,2022-05-19,248.0
shop_2,2022-05-19,504.0
shop_3,2022-05-19,87.0
shop_4,2022-05-19,443.0
shop_5,2022-05-19,85.0
shop_6,2022-05-19,362.0
shop_8,2022-05-19,259.0
shop_9,2022-05-19,475.0
shop_10,2022-05-19,102.0
shop_11,2022-05-19,128.0
shop_12,2022-05-19,28.0
shop_13,2022-05-19,91.0
shop_14,2022-05-19,28.0
shop_15,2022-05-19,518.0
shop_16,2022-05-19,640.0
shop_17,2022-05-19,233.0
shop_18,2022-05-19,67.0
shop_19,2022-05-19,129.0
shop_0,2022-05-18,97.0
shop_1,2022-05-18,359.0
shop_2,2022-05-18,72.0
shop_3,2022-05-18,101.0
shop_4,2022-05-18,76.0
shop_5,2022-05-18,37.0
shop_6,2022-05-18,292.0
shop_8,2022-05-18,194.0
shop_9,2022-05-18,752.0
shop_10,2022-05-18,90.0
shop_11,2022-05-18,426.0
shop_13,2022-05-18,912.0
shop_15,2022-05-18,211.0
shop_16,2022-05-18,673.0
shop_17,2022-05-18,840.0
shop_18,2022-05-18,202.0
shop_19,2022-05-18,857.0
shop_0,2022-05-17,157.0
shop_1,2022-05-17,483.0
shop_2,2022-05-17,90.0
shop_3,2022-05-17,47.0
shop_4,2022-05-17,283.0
shop_5,2022-05-17,68.0
shop_6,2022-05-17,81.0
shop_8,2022-05-17,173.0
shop_9,2022-05-17,520.0
shop_11,2022-05-17,236.0
shop_12,2022-05-17,44.0
shop_13,2022-05-17,1082.0
shop_14,2022-05-17,125.0
shop_15,2022-05-17,97.0
shop_16,2022-05-17,250.0
shop_17,2022-05-17,1019.0
shop_18,2022-05-17,84.0
shop_19,2022-05-17,1001.0
shop_0,2022-05-16,264.0
shop_1,2022-05-16,103.0
shop_2,2022-05-16,477.0
shop_3,2022-05-16,411.0
shop_4,2022-05-16,552.0
shop_5,2022-05-16,24.0
shop_6,2022-05-16,769.0
shop_7,2022-05-16,85.0
shop_8,2022-05-16,643.0
shop_9,2022-05-16,324.0
shop_10,2022-05-16,2.0
shop_12,2022-05-16,11.0
shop_13,2022-05-16,1137.0
shop_15,2022-05-16,212.0
shop_16,2022-05-16,337.0
shop_17,2022-05-16,524.0
shop_18,2022-05-16,174.0
shop_19,2022-05-16,679.0
shop_0,2022-05-15,33.0
shop_1,2022-05-15,195.0
shop_2,2022-05-15,324.0
shop_3,2022-05-15,102.0
shop_4,2022-05-15,372.0
shop_6,2022-05-15,901.0
shop_7,2022-05-15,12.0
shop_8,2022-05-15,467.0
shop_9,2022-05-15,174.0
shop_10,2022-05-15,113.0
shop_11,2022-05-15,252.0
shop_12,2022-05-15,142.0
shop_13,2022-05-15,666.0
shop_14,2022-05-15,108.0
shop_15,2022-05-15,561.0
shop_16,2022-05-15,787.0
shop_17,2022-05-15,988.0
shop_18,2022-05-15,319.0
shop_19,2022-05-15,284.0
shop_0,2022-05-14,135.0
shop_1,2022-05-14,979.0
shop_2,2022-05-14,238.0
shop_4,2022-05-14,167.0
shop_5,2022-05-14,101.0
shop_6,2022-05-14,252.0
shop_7,2022-05-14,45.0
shop_8,2022-05-14,611.0
shop_9,2022-05-14,710.0
shop_11,2022-05-14,237.0
shop_12,2022-05-14,87.0
shop_13,2022-05-14,41.0
shop_14,2022-05-14,31.0
shop_15,2022-05-14,234.0
shop_16,2022-05-14,371.0
shop_17,2022-05-14,598.0
shop_18,2022-05-14,221.0
shop_19,2022-05-14,1148.0
shop_0,2022-05-13,16.0
shop_1,2022-05-13,799.0
shop_3,2022-05-13,253.0
shop_4,2022-05-13,456.0
shop_5,2022-05-13,121.0
shop_6,2022-05-13,1012.0
shop_7,2022-05-13,54.0
shop_8,2022-05-13,580.0
shop_9,2022-05-13,470.0
shop_10,2022-05-13,34.0
shop_11,2022-05-13,415.0
shop_12,2022-05-13,32.0
shop_13,2022-05-13,46.0
shop_14,2022-05-13,35.0
shop_16,2022-05-13,249.0
shop_17,2022-05-13,877.0
shop_18,2022-05-13,397.0
shop_19,2022-05-13,392.0
shop_0,2022-05-12,55.0
shop_1,2022-05-12,941.0
shop_2,2022-05-12,374.0
shop_3,2022-05-12,20.0
shop_4,2022-05-12,80.0
shop_5,2022-05-12,25.0
shop_6,2022-05-12,311.0
shop_8,2022-05-12,599.0
shop_9,2022-05-12,962.0
shop_10,2022-05-12,82.0
shop_11,2022-05-12,529.0
shop_13,2022-05-12,788.0
shop_14,2022-05-12,51.0
shop_15,2022-05-12,522.0
shop_16,2022-05-12,601.0
shop_17,2022-05-12,108.0
shop_18,2022-05-12,163.0
shop_19,2022-05-12,1123.0
shop_0,2022-05-11,78.0
shop_1,2022-05-11,297.0
shop_2,2022-05-11,50.0
shop_3,2022-05-11,241.0
shop_4,2022-05-11,443.0
shop_5,2022-05-11,52.0
shop_6,2022-05-11,230.0
shop_8,2022-05-11,353.0
shop_9,2022-05-11,512.0
shop_10,2022-05-11,18.0
shop_11,2022-05-11,276.0
shop_12,2022-05-11,117.0
shop_13,2022-05-11,963.0
shop_14,2022-05-11,78.0
shop_16,2022-05-11,26.0
shop_17,2022-05-11,1082.0
shop_18,2022-05-11,179.0
shop_19,2022-05-11,622.0
shop_0,2022-05-10,174.0
shop_1,2022-05-10,1224.0
shop_2,2022-05-10,396.0
shop_3,2022-05-10,378.0
shop_4,2022-05-10,373.0
shop_5,2022-05-10,4.0
shop_6,2022-05-10,867.0
shop_8,2022-05-10,717.0
shop_9,2022-05-10,739.0
shop_10,2022-05-10,43.0
shop_11,2022-05-10,4.0
shop_12,2022-05-10,42.0
shop_13,2022-05-10,204.0
shop_14,2022-05-10,89.0
shop_16,2022-05-10,133.0
shop_17,2022-05-10,768.0
shop_18,2022-05-10,23.0
shop_0,2022-05-09,115.0
shop_1,2022-05-09,866.0
shop_2,2022-05-09,137.0
shop_3,2022-05-09,427.0
shop_4,2022-05-09,331.0
shop_5,2022-05-09,46.0
shop_6,2022-05-09,464.0
shop_7,2022-05-09,9.0
shop_8,2022-05-09,486.0
shop_9,2022-05-09,437.0
shop_10,2022-05-09,90.0
shop_11,2022-05-09,235.0
shop_13,2022-05-09,197.0
shop_14,2022-05-09,53.0
shop_15,2022-05-09,104.0
shop_16,2022-05-09,375.0
shop_17,2022-05-09,280.0
shop_18,2022-05-09,8.0
shop_19,2022-05-09,446.0
shop_0,2022-05-08,321.0
shop_1,2022-05-08,680.0
shop_3,2022-05-08,196.0
shop_4,2022-05-08,251.0
shop_8,2022-05-08,214.0
shop_9,2022-05-08,28.0
shop_11,2022-05-08,238.0
shop_13,2022-05-08,743.0
shop_14,2022-05-08,88.0
shop_16,2022-05-08,733.0
shop_17,2022-05-08,1017.0
shop_18,2022-05-08,53.0
shop_19,2022-05-08,623.0
shop_0,2022-05-07,272.0
shop_1,2022-05-07,547.0
shop_2,2022-05-07,246.0
shop_3,2022-05-07,317.0
shop_4,2022-05-07,335.0
shop_6,2022-05-07,94.0
shop_7,2022-05-07,13.0
shop_8,2022-05-07,513.0
shop_9,2022-05-07,557.0
shop_10,2022-05-07,41.0
shop_11,2022-05-07,84.0
shop_12,2022-05-07,124.0
shop_13,2022-05-07,173.0
shop_14,2022-05-07,131.0
shop_15,2022-05-07,36.0
shop_16,2022-05-07,756.0
shop_17,2022-05-07,163.0
shop_18,2022-05-07,309.0
shop_19,2022-05-07,1028.0
shop_0,2022-05-06,171.0
shop_1,2022-05-06,61.0
shop_2,2022-05-06,58.0
shop_3,2022-05-06,26.0
shop_4,2022-05-06,884.0
shop_5,2022-05-06,16.0
shop_6,2022-05-06,848.0
shop_8,2022-05-06,276.0
shop_9,2022-05-06,771.0
shop_10,2022-05-06,28.0
shop_11,2022-05-06,108.0
shop_12,2022-05-06,69.0
shop_13,2022-05-06,572.0
shop_15,2022-05-06,519.0
shop_16,2022-05-06,29.0
shop_17,2022-05-06,591.0
shop_18,2022-05-06,1.0
shop_19,2022-05-06,103.0
shop_0,2022-05-05,24.0
shop_1,2022-05-05,571.0
shop_2,2022-05-05,604.0
shop_4,2022-05-05,839.0
shop_5,2022-05-05,49.0
shop_6,2022-05-05,71.0
shop_7,2022-05-05,209.0
shop_8,2022-05-05,165.0
shop_9,2022-05-05,680.0
shop_11,2022-05-05,178.0
shop_12,2022-05-05,61.0
shop_13,2022-05-05,326.0
shop_14,2022-05-05,132.0
shop_15,2022-05-05,297.0
shop_16,2022-05-05,134.0
shop_17,2022-05-05,572.0
shop_18,2022-05-05,169.0
shop_19,2022-05-05,139.0
shop_0,2022-05-04,332.0
shop_1,2022-05-04,934.0
shop_2,2022-05-04,100.0
shop_3,2022-05-04,126.0
shop_4,2022-05-04,557.0
shop_5,2022-05-04,65.0
shop_6,2022-05-04,442.0
shop_7,2022-05-04,96.0
shop_8,2022-05-04,661.0
shop_9,2022-05-04,776.0
shop_10,2022-05-04,115.0
shop_11,2022-05-04,485.0
shop_12,2022-05-04,87.0
shop_13,2022-05-04,684.0
shop_14,2022-05-04,23.0
shop_15,2022-05-04,494.0
shop_16,2022-05-04,693.0
shop_18,2022-05-04,364.0
shop_19,2022-05-04,984.0
shop_1,2022-05-03,1008.0
shop_2,2022-05-03,325.0
shop_4,2022-05-03,511.0
shop_5,2022-05-03,36.0
shop_6,2022-05-03,591.0
shop_7,2022-05-03,128.0
shop_8,2022-05-03,247.0
shop_9,2022-05-03,540.0
shop_11,2022-05-03,440.0
shop_12,2022-05-03,122.0
shop_13,2022-05-03,67.0
shop_14,2022-05-03,113.0
shop_15,2022-05-03,201.0
shop_16,2022-05-03,216.0
shop_17,2022-05-03,786.0
shop_18,2022-05-03,216.0
shop_19,2022-05-03,1239.0
shop_0,2022-05-02,267.0
shop_1,2022-05-02,1157.0
shop_2,2022-05-02,445.0
shop_3,2022-05-02,448.0
shop_5,2022-05-02,74.0
shop_6,2022-05-02,985.0
shop_7,2022-05-02,38.0
shop_8,2022-05-02,129.0
shop_9,2022-05-02,622.0
shop_10,2022-05-02,11.0
shop_11,2022-05-02,278.0
shop_12,2022-05-02,149.0
shop_13,2022-05-02,1069.0
shop_14,2022-05-02,63.0
shop_15,2022-05-02,554.0
shop_16,2022-05-02,792.0
shop_17,2022-05-02,993.0
shop_18,2022-05-02,361.0
shop_19,2022-05-02,661.0
shop_0,2022-05-01,139.0
shop_1,2022-05-01,889.0
shop_2,2022-05-01,477.0
shop_3,2022-05-01,396.0
shop_4,2022-05-01,119.0
shop_5,2022-05-01,70.0
shop_6,2022-05-01,822.0
shop_7,2022-05-01,78.0
shop_8,2022-05-01,16.0
shop_9,2022-05-01,562.0
shop_10,2022-05-01,166.0
shop_11,2022-05-01,125.0
shop_13,2022-05-01,456.0
shop_14,2022-05-01,84.0
shop_15,2022-05-01,82.0
shop_16,2022-05-01,624.0
shop_17,2022-05-01,983.0
shop_19,2022-05-01,471.0
shop_0,2022-04-30,63.0
shop_1,2022-04-30,1166.0
shop_2,2022-04-30,344.0
shop_3,2022-04-30,295.0
shop_4,2022-04-30,769.0
shop_5,2022-04-30,14.0
shop_6,2022-04-30,707.0
shop_7,2022-04-30,179.0
shop_9,2022-04-30,272.0
shop_10,2022-04-30,33.0
shop_11,2022-04-30,551.0
shop_12,2022-04-30,13.0
shop_14,2022-04-30,102.0
shop_15,2022-04-30,627.0
shop_16,2022-04-30,492.0
shop_17,2022-04-30,603.0
shop_18,2022-04-30,8.0
shop_19,2022-04-30,541.0
shop_0,2022-04-29,108.0
shop_1,2022-04-29,83.0
shop_2,2022-04-29,108.0
shop_4,2022-04-29,240.0
shop_6,2022-04-29,166.0
shop_7,2022-04-29,68.0
shop_8,2022-04-29,396.0
shop_9,2022-04-29,263.0
shop_10,2022-04-29,17.0
shop_11,2022-04-29,141.0
shop_13,2022-04-29,548.0
shop_14,2022-04-29,174.0
shop_15,2022-04-29,422.0
shop_16,2022-04-29,494.0
shop_17,2022-04-29,399.0
shop_18,2022-04-29,198.0
shop_19,2022-04-29,417.0
shop_0,2022-04-28,300.0
shop_1,2022-04-28,929.0
shop_2,2022-04-28,595.0
shop_3,2022-04-28,384.0
shop_4,2022-04-28,484.0
shop_5,2022-04-28,62.0
shop_6,2022-04-28,1136.0
shop_7,2022-04-28,150.0
shop_8,2022-04-28,613.0
shop_9,2022-04-28,476.0
shop_10,2022-04-28,43.0
shop_11,2022-04-28,322.0
shop_12,2022-04-28,77.0
shop_13,2022-04-28,535.0
shop_15,2022-04-28,242.0
shop_16,2022-04-28,623.0
shop_17,2022-04-28,1042.0
shop_18,2022-04-28,319.0
shop_19,2022-04-28,806.0
shop_0,2022-04-27,207.0
shop_1,2022-04-27,725.0
shop_2,2022-04-27,453.0
shop_3,2022-04-27,56.0
shop_4,2022-04-27,769.0
shop_5,2022-04-27,157.0
shop_6,2022-04-27,606.0
shop_8,2022-04-27,805.0
shop_9,2022-04-27,1184.0
shop_10,2022-04-27,84.0
shop_11,2022-04-27,219.0
shop_13,2022-04-27,313.0
shop_14,2022-04-27,88.0
shop_15,2022-04-27,310.0
shop_16,2022-04-27,795.0
shop_17,2022-04-27,469.0
shop_18,2022-04-27,276.0
shop_19,2022-04-27,234.0
shop_0,2022-04-26,215.0
shop_1,2022-04-26,1220.0
shop_4,2022-04-26,634.0
shop_6,2022-04-26,840.0
shop_7,2022-04-26,161.0
shop_8,2022-04-26,719.0
shop_9,2022-04-26,399.0
shop_10,2022-04-26,54.0
shop_11,2022-04-26,32.0
shop_12,2022-04-26,162.0
shop_13,2022-04-26,849.0
shop_15,2022-04-26,90.0
shop_16,2022-04-26,904.0
shop_17,2022-04-26,457.0
shop_18,2022-04-26,89.0
shop_19,2022-04-26,217.0
shop_0,2022-04-25,10.0
shop_1,2022-04-25,611.0
shop_3,2022-04-25,298.0
shop_4,2022-04-25,62.0
shop_5,2022-04-25,15.0
shop_6,2022-04-25,630.0
shop_7,2022-04-25,196.0
shop_8,2022-04-25,551.0
shop_9,2022-04-25,294.0
shop_10,2022-04-25,20.0
shop_11,2022-04-25,586.0
shop_12,2022-04-25,55.0
shop_13,2022-04-25,866.0
shop_15,2022-04-25,721.0
shop_16,2022-04-25,323.0
shop_17,2022-04-25,331.0
shop_18,2022-04-25,348.0
shop_19,2022-04-25,455.0
shop_0,2022-04-24,90.0
shop_1,2022-04-24,1097.0
shop_2,2022-04-24,190.0
shop_3,2022-04-24,395.0
shop_4,2022-04-24,722.0
shop_5,2022-04-24,37.0
shop_6,2022-04-24,854.0
shop_7,2022-04-24,199.0
shop_10,2022-04-24,116.0
shop_11,2022-04-24,145.0
shop_12,2022-04-24,167.0
shop_13,2022-04-24,1187.0
shop_14,2022-04-24,116.0
shop_15,2022-04-24,536.0
shop_16,2022-04-24,740.0
shop_17,2022-04-24,462.0
shop_18,2022-04-24,360.0
shop_19,2022-04-24,347.0
shop_0,2022-04-23,169.0
shop_1,2022-04-23,521.0
shop_2,2022-04-23,15.0
shop_3,2022-04-23,497.0
shop_4,2022-04-23,831.0
shop_5,2022-04-23,143.0
shop_6,2022-04-23,835.0
shop_7,2022-04-23,58.0
shop_8,2022-04-23,653.0
shop_9,2022-04-23,33.0
shop_10,2022-04-23,1.0
shop_11,2022-04-23,95.0
shop_12,2022-04-23,8.0
shop_13,2022-04-23,943.0
shop_14,2022-04-23,18.0
shop_15,2022-04-23,337.0
shop_16,2022-04-23,122.0
shop_17,2022-04-23,1057.0
shop_18,2022-04-23,354.0
shop_19,2022-04-23,193.0
shop_0,2022-04-22,247.0
shop_1,2022-04-22,944.0
shop_2,2022-04-22,356.0
shop_3,2022-04-22,296.0
shop_4,2022-04-22,565.0
shop_5,2022-04-22,77.0
shop_6,2022-04-22,1078.0
shop_8,2022-04-22,385.0
shop_9,2022-04-22,665.0
shop_11,2022-04-22,142.0
shop_13,2022-04-22,906.0
shop_14,2022-04-22,93.0
shop_15,2022-04-22,662.0
shop_16,2022-04-22,814.0
shop_17,2022-04-22,267.0
shop_18,2022-04-22,184.0
shop_19,2022-04-22,548.0
shop_0,2022-04-21,110.0
shop_1,2022-04-21,1064.0
shop_2,2022-04-21,595.0
shop_3,2022-04-21,90.0
shop_4,2022-04-21,771.0
shop_5,2022-04-21,130.0
shop_6,2022-04-21,1206.0
shop_7,2022-04-21,135.0
shop_8,2022-04-21,599.0
shop_9,2022-04-21,721.0
shop_10,2022-04-21,58.0
shop_11,2022-04-21,103.0
shop_12,2022-04-21,89.0
shop_13,2022-04-21,471.0
shop_14,2022-04-21,105.0
shop_15,2022-04-21,540.0
shop_16,2022-04-21,418.0
shop_18,2022-04-21,383.0
shop_19,2022-04-21,305.0
shop_0,2022-04-20,403.0
shop_1,2022-04-20,348.0
shop_2,2022-04-20,574.0
shop_3,2022-04-20,23.0
shop_4,2022-04-20,838.0
shop_5,2022-04-20,75.0
shop_6,2022-04-20,223.0
shop_7,2022-04-20,94.0
shop_8,2022-04-20,663.0
shop_9,2022-04-20,660.0
shop_11,2022-04-20,20.0
shop_13,2022-04-20,880.0
shop_14,2022-04-20,133.0
shop_15,2022-04-20,111.0
shop_17,2022-04-20,969.0
shop_18,2022-04-20,5.0
shop_19,2022-04-20,1505.0
shop_0,2022-04-19,67.0
shop_1,2022-04-19,1012.0
shop_2,2022-04-19,120.0
shop_3,2022-04-19,91.0
shop_4,2022-04-19,262.0
shop_5,2022-04-19,91.0
shop_6,2022-04-19,734.0
shop_7,2022-04-19,67.0
shop_8,2022-04-19,787.0
shop_9,2022-04-19,1166.0
shop_10,2022-04-19,53.0
shop_11,2022-04-19,614.0
shop_12,2022-04-19,119.0
shop_13,2022-04-19,1147.0
shop_14,2022-04-19,111.0
shop_15,2022-04-19,145.0
shop_16,2022-04-19,659.0
shop_18,2022-04-19,457.0
shop_19,2022-04-19,214.0
shop_0,2022-04-18,278.0
shop_1,2022-04-18,1211.0
shop_2,2022-04-18,484.0
shop_3,2022-04-18,20.0
shop_4,2022-04-18,650.0
shop_5,2022-04-18,58.0
shop_6,2022-04-18,933.0
shop_7,2022-04-18,159.0
shop_8,2022-04-18,260.0
shop_10,2022-04-18,52.0
shop_11,2022-04-18,522.0
shop_12,2022-04-18,57.0
shop_13,2022-04-18,66.0
shop_14,2022-04-18,65.0
shop_15,2022-04-18,93.0
shop_16,2022-04-18,647.0
shop_17,2022-04-18,337.0
shop_18,2022-04-18,375.0
shop_19,2022-04-18,1338.0
shop_0,2022-04-17,237.0
shop_1,2022-04-17,74.0
shop_2,2022-04-17,553.0
shop_3,2022-04-17,136.0
shop_4,2022-04-17,539.0
shop_5,2022-04-17,156.0
shop_6,2022-04-17,811.0
shop_7,2022-04-17,73.0
shop_8,2022-04-17,736.0
shop_9,2022-04-17,1111.0
shop_11,2022-04-17,459.0
shop_12,2022-04-17,181.0
shop_13,2022-04-17,298.0
shop_16,2022-04-17,32.0
shop_17,2022-04-17,1164.0
shop_18,2022-04-17,352.0
shop_19,2022-04-17,1041.0
shop_0,2022-04-16,275.0
shop_1,2022-04-16,514.0
shop_2,2022-04-16,78.0
shop_3,2022-04-16,271.0
shop_4,2022-04-16,406.0
shop_5,2022-04-16,136.0
shop_7,2022-04-16,165.0
shop_8,2022-04-16,604.0
shop_9,2022-04-16,969.0
shop_11,2022-04-16,145.0
shop_13,2022-04-16,1085.0
shop_14,2022-04-16,150.0
shop_15,2022-04-16,592.0
shop_16,2022-04-16,237.0
shop_17,2022-04-16,717.0
shop_18,2022-04-16,342.0
shop_19,2022-04-16,974.0
shop_1,2022-04-15,415.0
shop_3,2022-04-15,72.0
shop_5,2022-04-15,23.0
shop_6,2022-04-15,567.0
shop_7,2022-04-15,79.0
shop_8,2022-04-15,565.0
shop_9,2022-04-15,1149.0
shop_10,2022-04-15,99.0
shop_11,2022-04-15,157.0
shop_12,2022-04-15,176.0
shop_13,2022-04-15,1469.0
shop_14,2022-04-15,121.0
shop_15,2022-04-15,362.0
shop_16,2022-04-15,815.0
shop_17,2022-04-15,303.0
shop_19,2022-04-15,581.0
shop_0,2022-04-14,135.0
shop_1,2022-04-14,845.0
shop_2,2022-04-14,276.0
shop_3,2022-04-14,175.0
shop_4,2022-04-14,319.0
shop_5,2022-04-14,20.0
shop_6,2022-04-14,1145.0
shop_7,2022-04-14,49.0
shop_8,2022-04-14,577.0
shop_9,2022-04-14,879.0
shop_10,2022-04-14,104.0
shop_11,2022-04-14,640.0
shop_12,2022-04-14,182.0
shop_13,2022-04-14,1190.0
shop_15,2022-04-14,91.0
shop_16,2022-04-14,321.0
shop_17,2022-04-14,197.0
shop_19,2022-04-14,1142.0
shop_0,2022-04-13,37.0
shop_1,2022-04-13,996.0
shop_2,2022-04-13,324.0
shop_3,2022-04-13,1.0
shop_4,2022-04-13,45.0
shop_5,2022-04-13,62.0
shop_6,2022-04-13,697.0
shop_7,2022-04-13,101.0
shop_8,2022-04-13,404.0
shop_9,2022-04-13,1210.0
shop_10,2022-04-13,107.0
shop_11,2022-04-13,150.0
shop_12,2022-04-13,182.0
shop_13,2022-04-13,747.0
shop_14,2022-04-13,79.0
shop_15,2022-04-13,99.0
shop_16,2022-04-13,948.0
shop_17,2022-04-13,944.0
shop_18,2022-04-13,30.0
shop_19,2022-04-13,302.0
shop_0,2022-04-12,87.0
shop_1,2022-04-12,1196.0
shop_2,2022-04-12,496.0
shop_4,2022-04-12,386.0
shop_5,2022-04-12,91.0
shop_6,2022-04-12,1306.0
shop_7,2022-04-12,201.0
shop_8,2022-04-12,588.0
shop_9,2022-04-12,257.0
shop_11,2022-04-12,305.0
shop_12,2022-04-12,130.0
shop_13,2022-04-12,758.0
shop_14,2022-04-12,190.0
shop_15,2022-04-12,578.0
shop_16,2022-04-12,903.0
shop_17,2022-04-12,167.0
shop_18,2022-04-12,178.0
